Sending;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas, The;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Cameroon;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo, Dem. Rep.;Congo, Rep.;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt, Arab Rep.;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Fiji;Finland;France;French Polynesia;Gabon;Gambia, The;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong SAR, China;Hungary;Iceland;India;Indonesia;Iran, Islamic Rep.;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Korea, Dem. Rep.;Korea, Rep.;Kosovo;Kuwait;Kyrgyz Republic;Lao PDR;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao SAR, China;Macedonia, FYR;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Mauritania;Mauritius;Mayotte;Mexico;Micronesia, Fed. Sts.;Moldova;Monaco;Mongolia;Montenegro;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;Netherlands Antilles;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Romania;Russian Federation;Rwanda;Samoa;San Marino;São Tomé and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovak Republic;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;St. Kitts and Nevis;St. Lucia;St. Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela, RB;Vietnam;Virgin Islands (U.S.);West Bank and Gaza;Yemen, Rep.;Zambia;Zimbabwe;Total
Iran, Islamic Rep.;294.3552551;0;0;;;0;0;0;2.088869572;;0;0;2.582998276;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;81.66680145;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;44.48284149;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0.313564569;;;;0;0;;0;0;0;;0;0;0;;;0;0;;425.4903305
Iraq;0;0;0.353024572;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0.917322397;0;;0;;0;;0;0;0;0;0;0;0;0;0;1.071408749;0;7.527833462;0;0;;0;0;0;0;15.36168003;0;0;;;0;;;0;0;0;17.15677452;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0.693905354;0;;0;0;0;;;0;0;0;0;;0;0;1.127649903;;0;0;0;0;0;0;0;;;0;0.16592373;0;0;;0;1.075193405;0;0;0;0;;0;0;0;;0;0;0;0;0;0;3.040703297;0;0;0;0;9.004167557;0;0;0;;0;0;0;0.596988201;0.117535241;;;;0;0;;1.67247355;0.477325737;0;;0;0;0;;;1.46061933;0;;61.82052904
Ireland;0.068342835;0.348319054;2.950013638;;;0.000537533;0.004650331;0.333745033;0.251872271;;35.18143845;4.4338274;0.158553198;;;11.39457226;0.042285673;0.456622183;41.01649857;0.021078495;0.026813533;;0.002018719;0.057682939;3.06853056;0.258989781;25.24841309;;1.642925739;0.002809911;0.03362051;0.011246479;0.279386878;;0.00924245;;;;;0.001830446;114.9178314;0.528624773;;;;0.092379414;0.127652764;2.281421423;;0.261926591;42.21103668;5.5351758;0.012368919;0.002481194;0.043632887;0.243779078;8.815162659;0.131050617;;;8.352926254;0.234135926;;0.041606583;3.48582077;151.2240295;;;0.086483903;0.424214184;66.22802734;0.21903266;;0.352973402;;0.011217844;;1.766942024;0.035106517;0;0.091837242;0.011076731;0.120318383;1.331604838;22.91307831;0.099279344;87.52056885;1.156646848;0.964666486;0.342141837;0;;0.842239678;17.43397713;0.655994713;5.583975792;1.981952667;0.023450157;4.021575451;;;1.942263961;;;0.119698375;0.024249364;56.2130661;4.20754385;0.255993873;0.231482714;;;121.5979767;4.624716759;0.122575782;0.068824515;;0.037689332;4.022875786;0.01495993;0.016247958;0.127123788;;;0.514966309;;1.315708041;;9.13383007;;1.064578891;0;1.343615532;0.013326719;;0.137960702;1.041126609;11.14857864;;;4.8840518;0.080829538;0.015766663;607.5341797;;4.070434093;0.121032938;28.38955498;;0.088886611;0.000392302;0.139489949;0.821454287;77.36907959;203.3510437;3.888440609;;;16.91449547;3.312076807;0.218570173;0.048559416;;0;1.446436286;0.202102423;0;0.075114444;0.43111971;;38.48283768;0.80157119;0.001126049;;14.85486698;67.12685394;1.745979905;0;0.010350186;0.003884954;2.152483463;0.000307036;0.022184398;5.994791985;15.14503098;0.779281914;0.26926145;0.170419946;5.255247593;;0.240557298;0;0.107490346;0.852648914;0.266266882;;;;0.853477001;5.521437645;;702.2299805;68.66078186;0.011050329;;0.011991994;0.046575304;7.025103569;;;0.150288835;0.51392591;;2792.119441
Isle of Man;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Israel;0;0;68.56684113;;;0;0;28.75371933;29.26783371;;0;20.94921494;47.56990433;;;0;0;18.99980545;0;0;0;;0;0;0;0;0;;17.03218842;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;86.78896332;0;0;0;0;0;185.3392487;0;;;17.38764954;82.5355835;;0;0;462.5275879;;;0;28.47952271;167.8623199;0;;9.858594894;;0;;0;0;0;0;0;0;0;73.84286499;0;139.0005188;0;74.60707092;29.73935127;0;;0;0;0;0;0;3.632133961;0;;;0;;;79.74662018;0;33.69521332;36.91714478;0;0;;;57.36379623;0;0;0;;0;0;0;0;0;;;0;;0;;54.19083786;;0;0;527.6109619;0;;0;0;0;;;0;0;0;0;;0;0;10.52791786;;0;0;0;0;0;249.2960052;0;;;235.9629974;341.6295776;0;0;;0;0;0;0;0;0;;26.80991173;0;0;;0;0;0;0;0;0;0;0;0;0;0;36.51901627;159.9928131;0;0;;0;0;0;48.56193161;9.628820419;;;;0;260.3127136;;49.6379509;0;0;;0;0;0;;;70.86096191;0;;3882.00611
Italy;0.385677785;385.7595825;44.24362183;;;0.00085251;0.022737172;9.867423058;1.022062778;;9.878038406;41.68912125;0.355278552;;;278.2775879;0.021287065;2.190323114;165.5468597;0.028109264;1.895534039;;0.005764446;12.42805195;45.48286819;0.013531794;176.8416901;;52.06985474;2.363954782;0.236372679;0.263353497;4.208102226;;5.896689415;;;;;0.023688819;1406.382446;46.74781036;;;;2.365527868;12.22888088;50.0311203;;0.158652335;38.43325043;13.2851963;0.268842101;0.344434142;77.51499939;217.6423645;540.9289551;23.02466202;;;2.257608891;17.80689049;;0.050311729;5.727685452;443.4960327;;;1.522614479;1.503629684;200.6186218;12.28094769;;4.632929802;;0.009653327;;3.574060917;0.973160923;0.021166135;0.017407289;0.444768041;3.934581041;0.265094399;33.00902176;0.146401867;630.8599854;6.101923943;9.028269768;0.665417433;3.528368235;;3.898933649;0;0.361406386;31.86904907;21.73759651;0.055062413;5.04416275;;;26.471035;;;0.735120714;0.028308302;3.813534737;112.9665604;0.038991962;4.675088406;;;6.274858475;11.52584743;0;88.13014221;;0.013721828;0.286453277;0.052970484;1.085932851;0.316839546;;;20.72972679;;8.469402313;;240.1047821;;0.927038729;0;1070.436157;0.118822977;;0.047634449;4.036642551;18.82131958;;;0.581341207;0.745925546;1.202499747;1288.375122;;4.9150033;0.026543831;207.7635651;;1.634730816;0.011557856;2.28219533;236.3456879;743.1223755;254.1189423;10.89856243;;;1076.932373;13.67982864;2.26403451;0.10484425;;0.012483063;0.264711142;246.7611542;0;1.767527938;0.876602888;;30.58949661;16.15863609;0.001578389;;2.692713261;164.6082306;271.8034668;0;0.009901023;0.002757492;4.446151733;0.000175797;0.006103312;28.69878578;34.29891968;11.24127388;0.146745697;0.393980116;27.19008064;;7.495753288;0.014128142;0.016966788;412.1239624;4.091535568;;;;1.286784887;187.3241882;;60.75894928;36.4759903;0.62502861;;0.013666872;1.642297864;5.410707474;;;0.395770013;0.11208003;;12140.68928
Jamaica;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;4.622490883;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;8.855176926;12.21756744;0;;0;0;0;;;0;0;;25.69523525
Japan;0.207414493;0.041732233;0.236213312;;;2.91181E-06;0.002627654;2.389883518;0.060971212;;40.58540726;2.806900263;0.067525685;;;45.8141098;0.050966326;0.107507244;15.46393681;0.007972741;0.022364369;;0.021389639;10.6569109;0.034161601;0.009680755;1167.84314;;0.561938822;0.002788061;0.005793497;1.814647555;0.12751621;;0.001051215;;;;;0.003823805;4313.706543;5.878674507;;;;0.773471236;0.054901931;0.177089691;;0.022996081;1.360319138;2.633401155;0.019752739;0.016090555;1.58117485;0.505357563;10.68168736;0.374576658;;;0.185968444;0.338355929;;0.166614905;1.515428662;98.34113312;;;0.036244642;0.056739148;22.98496628;0.487405777;;0.162151068;;0.001693176;;0.583551407;0.086433358;0.001897687;0.007840487;0.038909569;0.905898213;0;2.209619999;0.039966248;134.2421417;85.81015778;5.319086075;0.029451147;1.121441483;;0.98272562;4.930488586;0.506315351;0;1.026513338;0.008106086;1.672573566;;;3137.48291;;;0.655847371;0.837052464;0.148993552;1.116753697;0.114680424;0.042976014;;;0.581106067;0.660982728;0;0.026705325;;0.005321229;6.514183044;0.057660107;0.129829705;0.008360827;;;0.162339523;;3.556612492;;0.386510372;;39.52441406;8.878423691;0.850605309;0.003235757;;0.005905226;64.85330963;2.119606972;;;5.121659756;0.108762905;0.008274836;64.46321869;;1.758006215;0.070302069;31.55542374;;0.244564533;0.013242024;5.060349464;157.5366974;1137.646484;2.065982819;0.779015481;;;3.563645601;3.666502714;0.039230946;0.080196813;;0;0.667473853;0.856566012;0.318958342;0.016967596;0.0259682;;0.711117327;0.204786077;0.013361876;;0.790558219;13.08072853;30.76327133;0.002662931;0.00702785;0.007036318;0.315167576;0.000295802;0.000372986;3.294870615;8.10290432;0.432442516;0.143388495;0.158096239;219.5202942;;0.03422761;0.191262275;0.020365287;1.155413032;0.522597849;;;;1.263327837;1.725269198;;30.96776199;97.85339355;0.039100483;;0.027265588;0.078600176;161.7953796;;;0.056688856;0.032238685;;11248.23733
Jordan;0;0;3.441775799;;;0;0;0;0;;7.469097614;4.632592201;0;;;126.9645309;0;0;0;0;0;;0;0;0;0;2.717126846;;0;0;0;0;0;;0;;;;;0;428.2554016;0;;;;0;0;0;;0.781251848;0;0;0;0;0;0;3808.826172;0;;;0;0;;0;0;36.00149918;;;0;0;22.65120316;0;;0;;0;;0;0;0;0;0;0;0;21.21337128;0;122.8722;196.757782;0.680213988;58.23553467;0;;16.24364471;5.151740551;0;2.973099232;0;0;0;;;4.001822948;;;0;0;0;152.0884857;0;0;;;0;0;0;0;;0;1.709186316;0;0;0;;;0;;0;;0;;0;0;7.999648571;0;;0;4.940812111;2.915547848;;;0;0;0;0;;0;12.99024963;55.54070663;;0;0;0;0;119.4985123;0;0;;;2.693008661;2.275002956;0;0;;0;54.96685028;0;0;0;0;;0;0;0;;0;18.19675446;258.9253235;0;0;0;19.89149094;0;0;0;12.5707674;513.1583862;0;0;3.587803602;;0;0;0;5.984427452;1.68636632;;;;0;2.751958132;;11.75651169;40.17099762;0;;0;0;0;;;16.54783249;0;;6192.716691
Kazakhstan;0;0;0;;;0;0;0;11.15158463;;0;0;46.5682106;;;0;0;19.84170532;0;0;0;;0;0;0;0;0;;3.69336915;0;0;0;0;;0;;;;;0;10.23077202;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;2.009108782;0;;0;0;0;;;0;2.430830956;674.8353271;0;;3.08746624;;0;;0;0;0;0;0;0;0;0;0;0;0;1.256104827;0;0;;0;0;0;0;0;0;0;;;0;;;15.10113716;0;2.246376514;0;0;0;;;10.93871498;0;0;0;;0;0;0;0;0;;;0;;0;;19.87641525;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;48.23043442;0;;;0;1031.491821;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;58.45845032;0;0;;0;0;0;0;7.535778046;;;;0;246.6954346;;0;0;0;;0;0;0;;;0;0;;2215.679042
Kenya;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;11.30787563;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;56.96704483;0;0;0;0;0;0;15.17580605;0;;0;0;0;0;0;;;;530.2247925;0;;0;0;0;;0;0;0;;;0;0;;613.675519
Kiribati;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0.253633738;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0.21283634;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0.466470078
Korea, Dem. Rep.;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Korea, Rep.;0;0;0;;;0;0;0;0;;9.123513222;0;0;;;19.69478989;0;0;0;0;0;;0;0;0;0;0;;0;0;0;2.08116293;0;;0;;;;;0;1923.210205;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;14.14881897;;;0;0;4.862512112;0;;0;;0;;0;0;0;0;0;0;0;0;0;17.47997856;50.31323624;0;0;0;;0;0;0;42.77038193;0;0.049723648;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0.994867504;0;0;0;;;0;;0;;0;;118.2165909;0;0;0;;0;19.56173897;0;;;1.676867604;0;0;0;;0;0;17.01593018;;0;0;0;0;152.3015594;0;0;;;0;1.150409698;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;27.19582939;0;0;0;0;0;0;0;0;0;0;0;108.0994186;;0;0;0;0;0;;;;0;0;;3.924768209;63.70723343;0;;0;0;185.0826263;;;0;0;;2782.662163
Kosovo;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Kuwait;0;0;0;;;0;0;0;0;;0;0;0;;;1024.074341;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;2180.795898;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;2947.428467;41.86322021;107.7817612;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;485.947052;;0;0;0;0;549.3173218;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;823.3595581;0;0;0;0;0;0;0;0;348.0942688;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;8508.661888
Kyrgyz Republic;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;12.00066853;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.252634704;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;40.65467453;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;20.27504349;0;0;;0;0;0;0;0.968510747;;;;0;6.197365761;;0;0;0;;0;0;0;;;0;0;;80.34889776
Lao PDR;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0.325222462;0;;0;;;;;0;9.521606445;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.835659742;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;20.39597321;;;0;0;;34.07846186
Latvia;0;0;0;;;0;0;0;5.159800053;;0;0;6.620937347;;;0;0;4.219577312;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;3.087440252;0;0;0;0;0;0;;;7.972671986;0;;0;1.50407505;0;;;0;3.840979338;5.253657818;0;;0;;0;;0;0;0;0;0;0;0;0;0;1.633567333;0;0;0;0;;0.836860359;0;0;0;0;0.479652762;0;;;0;;;9.100600243;0;0;5.718920231;0;0;;;33.51016998;0;0;0;;0;0;0;0;0;;;0;;0;;7.614246368;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;1.030982733;;0;0;0;0;0;1.598532915;0;;;0;94.46308899;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;1.982320786;0;0;0;0;0;0;2.011142969;0;0;18.33680153;0;0;;0;0;0;0;0;;;;0;32.10692978;;1.477077246;3.649091482;0;;0;0;0;;;0;0;;253.2091249
Lebanon;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Lesotho;0;0;0;;;2.9688E-07;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0.073642947;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0.002334197;0;0;0;0;;;0;;0;;0;;0;0;0;0.00146703;;0.003624375;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;3.594133615;0;0;0;0;0;0;0;0.015815299;0;0;0;0;0.015182091;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0.012634171;;3.718834023
Liberia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0.07604108;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0.687552094;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;1.368810534;;;0;0;2.185259819;1.704385996;;0;;0;;0;4.976974487;0;0;0;0;0;0;0;6.133723259;0;0;0;0;;0;0.273268104;0;0;0;0;0;;;0;;;0;0;0;26.40593719;0;0;;;0;0;0;0;;0;0;0;0.497632027;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;24.43980789;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0.379947215;0;0;1.840977669;;0;0;0;;0;0.75818336;0;0;0;0;0;0;0;0.525237262;0;0;0;0;0;;0.334483862;0;0;0;0;;;;0;0;;1.024553657;0.446265459;0;;0;0;0;;;0;0;;74.05904097
Libya;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;2080.249512;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;70.12695313;0;0;0;;0;0;0;258.5516052;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;2408.92807
Liechtenstein;0;0;0;;;0;0;0;0;;0;10.77859879;0;;;0;0;0;0.315361321;0;0;;0;0;0.335070074;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0.215507299;;0;0;0.129420251;0;0;0;0;0;0;;;0;0;;0;0.005663283;0.809440732;;;0;0;4.812293053;0;;0.044419188;;0;;0;0;0;0;0;0;0;0;0.000878038;0;0;0;0;0.005494535;;0;2.310362577;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0.188805193;0;0.068841957;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0.1119214;;;0;0;0;0;;0.045507234;0;0;;0;0;0;0;0;0;0.826610744;;;0;0;0;0;;0;0;0;0;0;0;;0;0.264484942;0;;0;2.948559046;0;0;0;0;0;0;0;0.054889988;32.21324921;0;0;0;0;;0;0;0;0;0.196231246;;;;0;0;;0.064576693;0;0;;0;0;0;;;0;0;;56.74618678
